random,margin,least_confident,entropy
"[(14, np.float64(0.4365)), (15, np.float64(0.43583333333333335)), (16, np.float64(0.4185)), (17, np.float64(0.43333333333333335)), (18, np.float64(0.424)), (19, np.float64(0.4236666666666667)), (20, np.float64(0.43316666666666664)), (21, np.float64(0.4475)), (22, np.float64(0.44633333333333336)), (23, np.float64(0.44133333333333336)), (24, np.float64(0.44116666666666665)), (25, np.float64(0.44483333333333336)), (26, np.float64(0.48966666666666664)), (27, np.float64(0.5483333333333333)), (28, np.float64(0.5635)), (29, np.float64(0.573)), (30, np.float64(0.5581666666666667)), (31, np.float64(0.5466666666666666)), (32, np.float64(0.5605)), (33, np.float64(0.5541666666666667)), (34, np.float64(0.5495)), (35, np.float64(0.5485)), (36, np.float64(0.5495)), (37, np.float64(0.5353333333333333)), (38, np.float64(0.5263333333333333)), (39, np.float64(0.5303333333333333)), (40, np.float64(0.5346666666666666)), (41, np.float64(0.5535)), (42, np.float64(0.5485)), (43, np.float64(0.548)), (44, np.float64(0.552)), (45, np.float64(0.5606666666666666)), (46, np.float64(0.5676666666666667)), (47, np.float64(0.5658333333333333)), (48, np.float64(0.5691666666666667)), (49, np.float64(0.566)), (50, np.float64(0.5631666666666667)), (51, np.float64(0.5706666666666667)), (52, np.float64(0.584)), (53, np.float64(0.5873333333333334)), (54, np.float64(0.6103333333333333)), (55, np.float64(0.6346666666666667)), (56, np.float64(0.6366666666666667)), (57, np.float64(0.6351666666666667)), (58, np.float64(0.6356666666666667)), (59, np.float64(0.6378333333333334)), (60, np.float64(0.64)), (61, np.float64(0.6416666666666667)), (62, np.float64(0.638)), (63, np.float64(0.6371666666666667)), (64, np.float64(0.633)), (65, np.float64(0.6325)), (66, np.float64(0.6303333333333333)), (67, np.float64(0.6313333333333333)), (68, np.float64(0.6305)), (69, np.float64(0.6293333333333333)), (70, np.float64(0.6356666666666667)), (71, np.float64(0.6391666666666667)), (72, np.float64(0.6398333333333334)), (73, np.float64(0.6383333333333333)), (74, np.float64(0.6415)), (75, np.float64(0.6395)), (76, np.float64(0.6396666666666667)), (77, np.float64(0.6473333333333333)), (78, np.float64(0.6493333333333333)), (79, np.float64(0.6458333333333334)), (80, np.float64(0.6471666666666667)), (81, np.float64(0.6456666666666667)), (82, np.float64(0.6458333333333334)), (83, np.float64(0.6426666666666667)), (84, np.float64(0.6468333333333334)), (85, np.float64(0.6481666666666667)), (86, np.float64(0.6473333333333333)), (87, np.float64(0.643)), (88, np.float64(0.644)), (89, np.float64(0.6451666666666667)), (90, np.float64(0.6436666666666667)), (91, np.float64(0.6421666666666667)), (92, np.float64(0.64)), (93, np.float64(0.638)), (94, np.float64(0.6416666666666667)), (95, np.float64(0.64)), (96, np.float64(0.6415)), (97, np.float64(0.6401666666666667)), (98, np.float64(0.6446666666666667)), (99, np.float64(0.6443333333333333)), (100, np.float64(0.6478333333333334)), (101, np.float64(0.6491666666666667)), (102, np.float64(0.6455)), (103, np.float64(0.6448333333333334)), (104, np.float64(0.6483333333333333)), (105, np.float64(0.6488333333333334)), (106, np.float64(0.6495)), (107, np.float64(0.6486666666666666)), (108, np.float64(0.6475)), (109, np.float64(0.65)), (110, np.float64(0.6523333333333333)), (111, np.float64(0.6521666666666667)), (112, np.float64(0.6503333333333333)), (113, np.float64(0.6528333333333334))]","[(14, np.float64(0.4365)), (15, np.float64(0.456)), (16, np.float64(0.44366666666666665)), (17, np.float64(0.4096666666666667)), (18, np.float64(0.4091666666666667)), (19, np.float64(0.424)), (20, np.float64(0.4231666666666667)), (21, np.float64(0.4485)), (22, np.float64(0.4493333333333333)), (23, np.float64(0.5511666666666667)), (24, np.float64(0.563)), (25, np.float64(0.5786666666666667)), (26, np.float64(0.5613333333333334)), (27, np.float64(0.5943333333333334)), (28, np.float64(0.5893333333333334)), (29, np.float64(0.5748333333333333)), (30, np.float64(0.5776666666666667)), (31, np.float64(0.6006666666666667)), (32, np.float64(0.5655)), (33, np.float64(0.5958333333333333)), (34, np.float64(0.6083333333333333)), (35, np.float64(0.6168333333333333)), (36, np.float64(0.6071666666666666)), (37, np.float64(0.6135)), (38, np.float64(0.598)), (39, np.float64(0.5846666666666667)), (40, np.float64(0.5875)), (41, np.float64(0.5895)), (42, np.float64(0.5895)), (43, np.float64(0.5893333333333334)), (44, np.float64(0.5975)), (45, np.float64(0.6058333333333333)), (46, np.float64(0.6135)), (47, np.float64(0.6241666666666666)), (48, np.float64(0.6261666666666666)), (49, np.float64(0.6273333333333333)), (50, np.float64(0.6243333333333333)), (51, np.float64(0.628)), (52, np.float64(0.6338333333333334)), (53, np.float64(0.6396666666666667)), (54, np.float64(0.6415)), (55, np.float64(0.6358333333333334)), (56, np.float64(0.6335)), (57, np.float64(0.6375)), (58, np.float64(0.6418333333333334)), (59, np.float64(0.64)), (60, np.float64(0.6315)), (61, np.float64(0.6333333333333333)), (62, np.float64(0.6211666666666666)), (63, np.float64(0.5918333333333333)), (64, np.float64(0.5883333333333334)), (65, np.float64(0.584)), (66, np.float64(0.5921666666666666)), (67, np.float64(0.6125)), (68, np.float64(0.618)), (69, np.float64(0.6153333333333333)), (70, np.float64(0.6203333333333333)), (71, np.float64(0.6076666666666667)), (72, np.float64(0.6081666666666666)), (73, np.float64(0.6328333333333334)), (74, np.float64(0.6318333333333334)), (75, np.float64(0.6293333333333333)), (76, np.float64(0.6266666666666667)), (77, np.float64(0.622)), (78, np.float64(0.6238333333333334)), (79, np.float64(0.6188333333333333)), (80, np.float64(0.6221666666666666)), (81, np.float64(0.6205)), (82, np.float64(0.6245)), (83, np.float64(0.6186666666666667)), (84, np.float64(0.6025)), (85, np.float64(0.621)), (86, np.float64(0.6208333333333333)), (87, np.float64(0.619)), (88, np.float64(0.6213333333333333)), (89, np.float64(0.6375)), (90, np.float64(0.6415)), (91, np.float64(0.6326666666666667)), (92, np.float64(0.6273333333333333)), (93, np.float64(0.6396666666666667)), (94, np.float64(0.6445)), (95, np.float64(0.6428333333333334)), (96, np.float64(0.643)), (97, np.float64(0.6388333333333334)), (98, np.float64(0.6431666666666667)), (99, np.float64(0.6426666666666667)), (100, np.float64(0.6391666666666667)), (101, np.float64(0.6415)), (102, np.float64(0.6425)), (103, np.float64(0.6381666666666667)), (104, np.float64(0.6381666666666667)), (105, np.float64(0.6336666666666667)), (106, np.float64(0.6421666666666667)), (107, np.float64(0.6383333333333333)), (108, np.float64(0.6375)), (109, np.float64(0.636)), (110, np.float64(0.6423333333333333)), (111, np.float64(0.6398333333333334)), (112, np.float64(0.638)), (113, np.float64(0.638))]","[(14, np.float64(0.4365)), (15, np.float64(0.4711666666666667)), (16, np.float64(0.4726666666666667)), (17, np.float64(0.4716666666666667)), (18, np.float64(0.4718333333333333)), (19, np.float64(0.4698333333333333)), (20, np.float64(0.4665)), (21, np.float64(0.47)), (22, np.float64(0.4688333333333333)), (23, np.float64(0.4666666666666667)), (24, np.float64(0.4675)), (25, np.float64(0.4671666666666667)), (26, np.float64(0.4676666666666667)), (27, np.float64(0.4648333333333333)), (28, np.float64(0.4585)), (29, np.float64(0.454)), (30, np.float64(0.4495)), (31, np.float64(0.4455)), (32, np.float64(0.4495)), (33, np.float64(0.45866666666666667)), (34, np.float64(0.4595)), (35, np.float64(0.4555)), (36, np.float64(0.45416666666666666)), (37, np.float64(0.45916666666666667)), (38, np.float64(0.4605)), (39, np.float64(0.462)), (40, np.float64(0.4635)), (41, np.float64(0.4651666666666667)), (42, np.float64(0.46316666666666667)), (43, np.float64(0.46316666666666667)), (44, np.float64(0.4633333333333333)), (45, np.float64(0.4618333333333333)), (46, np.float64(0.4623333333333333)), (47, np.float64(0.4623333333333333)), (48, np.float64(0.463)), (49, np.float64(0.4623333333333333)), (50, np.float64(0.4651666666666667)), (51, np.float64(0.4776666666666667)), (52, np.float64(0.477)), (53, np.float64(0.482)), (54, np.float64(0.48133333333333334)), (55, np.float64(0.4845)), (56, np.float64(0.48233333333333334)), (57, np.float64(0.48183333333333334)), (58, np.float64(0.47883333333333333)), (59, np.float64(0.4846666666666667)), (60, np.float64(0.4876666666666667)), (61, np.float64(0.48783333333333334)), (62, np.float64(0.487)), (63, np.float64(0.4886666666666667)), (64, np.float64(0.4871666666666667)), (65, np.float64(0.4865)), (66, np.float64(0.4846666666666667)), (67, np.float64(0.4821666666666667)), (68, np.float64(0.48433333333333334)), (69, np.float64(0.4836666666666667)), (70, np.float64(0.48033333333333333)), (71, np.float64(0.48583333333333334)), (72, np.float64(0.4905)), (73, np.float64(0.489)), (74, np.float64(0.487)), (75, np.float64(0.49)), (76, np.float64(0.4881666666666667)), (77, np.float64(0.49166666666666664)), (78, np.float64(0.49433333333333335)), (79, np.float64(0.49233333333333335)), (80, np.float64(0.493)), (81, np.float64(0.4925)), (82, np.float64(0.49083333333333334)), (83, np.float64(0.49233333333333335)), (84, np.float64(0.492)), (85, np.float64(0.49483333333333335)), (86, np.float64(0.49616666666666664)), (87, np.float64(0.4945)), (88, np.float64(0.49483333333333335)), (89, np.float64(0.493)), (90, np.float64(0.49116666666666664)), (91, np.float64(0.49333333333333335)), (92, np.float64(0.4925)), (93, np.float64(0.495)), (94, np.float64(0.49666666666666665)), (95, np.float64(0.49516666666666664)), (96, np.float64(0.49433333333333335)), (97, np.float64(0.49616666666666664)), (98, np.float64(0.4955)), (99, np.float64(0.49683333333333335)), (100, np.float64(0.498)), (101, np.float64(0.49583333333333335)), (102, np.float64(0.497)), (103, np.float64(0.49583333333333335)), (104, np.float64(0.49383333333333335)), (105, np.float64(0.49366666666666664)), (106, np.float64(0.49583333333333335)), (107, np.float64(0.4945)), (108, np.float64(0.494)), (109, np.float64(0.49333333333333335)), (110, np.float64(0.492)), (111, np.float64(0.49316666666666664)), (112, np.float64(0.49416666666666664)), (113, np.float64(0.49466666666666664))]","[(14, np.float64(0.4365)), (15, np.float64(0.43066666666666664)), (16, np.float64(0.43433333333333335)), (17, np.float64(0.43766666666666665)), (18, np.float64(0.43116666666666664)), (19, np.float64(0.43616666666666665)), (20, np.float64(0.4485)), (21, np.float64(0.44966666666666666)), (22, np.float64(0.4503333333333333)), (23, np.float64(0.44533333333333336)), (24, np.float64(0.44616666666666666)), (25, np.float64(0.43116666666666664)), (26, np.float64(0.43416666666666665)), (27, np.float64(0.43383333333333335)), (28, np.float64(0.43816666666666665)), (29, np.float64(0.4355)), (30, np.float64(0.4335)), (31, np.float64(0.42783333333333334)), (32, np.float64(0.4335)), (33, np.float64(0.43333333333333335)), (34, np.float64(0.43033333333333335)), (35, np.float64(0.428)), (36, np.float64(0.4285)), (37, np.float64(0.43033333333333335)), (38, np.float64(0.42916666666666664)), (39, np.float64(0.42783333333333334)), (40, np.float64(0.42866666666666664)), (41, np.float64(0.43)), (42, np.float64(0.42783333333333334)), (43, np.float64(0.4265)), (44, np.float64(0.428)), (45, np.float64(0.42433333333333334)), (46, np.float64(0.42533333333333334)), (47, np.float64(0.4261666666666667)), (48, np.float64(0.41833333333333333)), (49, np.float64(0.42183333333333334)), (50, np.float64(0.4255)), (51, np.float64(0.429)), (52, np.float64(0.427)), (53, np.float64(0.4255)), (54, np.float64(0.42816666666666664)), (55, np.float64(0.42683333333333334)), (56, np.float64(0.42816666666666664)), (57, np.float64(0.42933333333333334)), (58, np.float64(0.43183333333333335)), (59, np.float64(0.44683333333333336)), (60, np.float64(0.4628333333333333)), (61, np.float64(0.4846666666666667)), (62, np.float64(0.482)), (63, np.float64(0.4791666666666667)), (64, np.float64(0.47633333333333333)), (65, np.float64(0.49216666666666664)), (66, np.float64(0.4726666666666667)), (67, np.float64(0.4881666666666667)), (68, np.float64(0.49483333333333335)), (69, np.float64(0.49766666666666665)), (70, np.float64(0.49016666666666664)), (71, np.float64(0.4871666666666667)), (72, np.float64(0.487)), (73, np.float64(0.49016666666666664)), (74, np.float64(0.489)), (75, np.float64(0.4891666666666667)), (76, np.float64(0.49083333333333334)), (77, np.float64(0.492)), (78, np.float64(0.49833333333333335)), (79, np.float64(0.49583333333333335)), (80, np.float64(0.5001666666666666)), (81, np.float64(0.5045)), (82, np.float64(0.5025)), (83, np.float64(0.505)), (84, np.float64(0.5023333333333333)), (85, np.float64(0.5025)), (86, np.float64(0.5011666666666666)), (87, np.float64(0.5023333333333333)), (88, np.float64(0.5028333333333334)), (89, np.float64(0.5073333333333333)), (90, np.float64(0.5071666666666667)), (91, np.float64(0.5075)), (92, np.float64(0.5051666666666667)), (93, np.float64(0.499)), (94, np.float64(0.5005)), (95, np.float64(0.49966666666666665)), (96, np.float64(0.5003333333333333)), (97, np.float64(0.49966666666666665)), (98, np.float64(0.5006666666666667)), (99, np.float64(0.5035)), (100, np.float64(0.5043333333333333)), (101, np.float64(0.5033333333333333)), (102, np.float64(0.5006666666666667)), (103, np.float64(0.5066666666666667)), (104, np.float64(0.5083333333333333)), (105, np.float64(0.508)), (106, np.float64(0.5101666666666667)), (107, np.float64(0.5135)), (108, np.float64(0.5125)), (109, np.float64(0.5155)), (110, np.float64(0.5191666666666667)), (111, np.float64(0.5188333333333334)), (112, np.float64(0.5213333333333333)), (113, np.float64(0.5228333333333334))]"
"[(14, np.float64(0.4726666666666667)), (15, np.float64(0.48333333333333334)), (16, np.float64(0.4855)), (17, np.float64(0.49033333333333334)), (18, np.float64(0.5383333333333333)), (19, np.float64(0.55)), (20, np.float64(0.577)), (21, np.float64(0.5371666666666667)), (22, np.float64(0.5106666666666667)), (23, np.float64(0.5073333333333333)), (24, np.float64(0.5116666666666667)), (25, np.float64(0.5071666666666667)), (26, np.float64(0.49616666666666664)), (27, np.float64(0.505)), (28, np.float64(0.5016666666666667)), (29, np.float64(0.4975)), (30, np.float64(0.49466666666666664)), (31, np.float64(0.4856666666666667)), (32, np.float64(0.4845)), (33, np.float64(0.5023333333333333)), (34, np.float64(0.5093333333333333)), (35, np.float64(0.5156666666666667)), (36, np.float64(0.5221666666666667)), (37, np.float64(0.5221666666666667)), (38, np.float64(0.513)), (39, np.float64(0.533)), (40, np.float64(0.5366666666666666)), (41, np.float64(0.5395)), (42, np.float64(0.5478333333333333)), (43, np.float64(0.5478333333333333)), (44, np.float64(0.5685)), (45, np.float64(0.5698333333333333)), (46, np.float64(0.5708333333333333)), (47, np.float64(0.5736666666666667)), (48, np.float64(0.5666666666666667)), (49, np.float64(0.5561666666666667)), (50, np.float64(0.5396666666666666)), (51, np.float64(0.5586666666666666)), (52, np.float64(0.5571666666666667)), (53, np.float64(0.5608333333333333)), (54, np.float64(0.5653333333333334)), (55, np.float64(0.5566666666666666)), (56, np.float64(0.583)), (57, np.float64(0.5911666666666666)), (58, np.float64(0.5806666666666667)), (59, np.float64(0.5811666666666667)), (60, np.float64(0.5721666666666667)), (61, np.float64(0.5608333333333333)), (62, np.float64(0.5598333333333333)), (63, np.float64(0.5645)), (64, np.float64(0.579)), (65, np.float64(0.5818333333333333)), (66, np.float64(0.5816666666666667)), (67, np.float64(0.5908333333333333)), (68, np.float64(0.5941666666666666)), (69, np.float64(0.593)), (70, np.float64(0.609)), (71, np.float64(0.6013333333333334)), (72, np.float64(0.6048333333333333)), (73, np.float64(0.6028333333333333)), (74, np.float64(0.6073333333333333)), (75, np.float64(0.6041666666666666)), (76, np.float64(0.6026666666666667)), (77, np.float64(0.5948333333333333)), (78, np.float64(0.607)), (79, np.float64(0.5998333333333333)), (80, np.float64(0.5968333333333333)), (81, np.float64(0.6006666666666667)), (82, np.float64(0.5998333333333333)), (83, np.float64(0.5965)), (84, np.float64(0.6015)), (85, np.float64(0.6053333333333333)), (86, np.float64(0.603)), (87, np.float64(0.6098333333333333)), (88, np.float64(0.6073333333333333)), (89, np.float64(0.6123333333333333)), (90, np.float64(0.6123333333333333)), (91, np.float64(0.608)), (92, np.float64(0.6071666666666666)), (93, np.float64(0.6096666666666667)), (94, np.float64(0.6096666666666667)), (95, np.float64(0.6091666666666666)), (96, np.float64(0.6085)), (97, np.float64(0.6113333333333333)), (98, np.float64(0.6111666666666666)), (99, np.float64(0.606)), (100, np.float64(0.6013333333333334)), (101, np.float64(0.5993333333333334)), (102, np.float64(0.6011666666666666)), (103, np.float64(0.6101666666666666)), (104, np.float64(0.6105)), (105, np.float64(0.614)), (106, np.float64(0.6146666666666667)), (107, np.float64(0.614)), (108, np.float64(0.6088333333333333)), (109, np.float64(0.6121666666666666)), (110, np.float64(0.607)), (111, np.float64(0.6095)), (112, np.float64(0.6155)), (113, np.float64(0.6133333333333333))]","[(14, np.float64(0.4726666666666667)), (15, np.float64(0.519)), (16, np.float64(0.5161666666666667)), (17, np.float64(0.5433333333333333)), (18, np.float64(0.5241666666666667)), (19, np.float64(0.517)), (20, np.float64(0.519)), (21, np.float64(0.5276666666666666)), (22, np.float64(0.5251666666666667)), (23, np.float64(0.5361666666666667)), (24, np.float64(0.546)), (25, np.float64(0.5598333333333333)), (26, np.float64(0.5735)), (27, np.float64(0.5906666666666667)), (28, np.float64(0.5706666666666667)), (29, np.float64(0.5721666666666667)), (30, np.float64(0.5585)), (31, np.float64(0.5485)), (32, np.float64(0.5568333333333333)), (33, np.float64(0.5613333333333334)), (34, np.float64(0.5693333333333334)), (35, np.float64(0.5736666666666667)), (36, np.float64(0.5691666666666667)), (37, np.float64(0.5598333333333333)), (38, np.float64(0.5603333333333333)), (39, np.float64(0.567)), (40, np.float64(0.5483333333333333)), (41, np.float64(0.5375)), (42, np.float64(0.5431666666666667)), (43, np.float64(0.5505)), (44, np.float64(0.5501666666666667)), (45, np.float64(0.5476666666666666)), (46, np.float64(0.5481666666666667)), (47, np.float64(0.535)), (48, np.float64(0.539)), (49, np.float64(0.5361666666666667)), (50, np.float64(0.536)), (51, np.float64(0.5411666666666667)), (52, np.float64(0.5465)), (53, np.float64(0.546)), (54, np.float64(0.5443333333333333)), (55, np.float64(0.5543333333333333)), (56, np.float64(0.5571666666666667)), (57, np.float64(0.558)), (58, np.float64(0.5686666666666667)), (59, np.float64(0.5683333333333334)), (60, np.float64(0.5675)), (61, np.float64(0.5686666666666667)), (62, np.float64(0.5688333333333333)), (63, np.float64(0.5706666666666667)), (64, np.float64(0.563)), (65, np.float64(0.5626666666666666)), (66, np.float64(0.5721666666666667)), (67, np.float64(0.5733333333333334)), (68, np.float64(0.5723333333333334)), (69, np.float64(0.5695)), (70, np.float64(0.564)), (71, np.float64(0.5686666666666667)), (72, np.float64(0.573)), (73, np.float64(0.568)), (74, np.float64(0.5628333333333333)), (75, np.float64(0.556)), (76, np.float64(0.5633333333333334)), (77, np.float64(0.5571666666666667)), (78, np.float64(0.5596666666666666)), (79, np.float64(0.5588333333333333)), (80, np.float64(0.5563333333333333)), (81, np.float64(0.5578333333333333)), (82, np.float64(0.5573333333333333)), (83, np.float64(0.5621666666666667)), (84, np.float64(0.5588333333333333)), (85, np.float64(0.5665)), (86, np.float64(0.573)), (87, np.float64(0.5723333333333334)), (88, np.float64(0.5691666666666667)), (89, np.float64(0.5723333333333334)), (90, np.float64(0.5841666666666666)), (91, np.float64(0.5906666666666667)), (92, np.float64(0.5968333333333333)), (93, np.float64(0.593)), (94, np.float64(0.6033333333333334)), (95, np.float64(0.6026666666666667)), (96, np.float64(0.6056666666666667)), (97, np.float64(0.6068333333333333)), (98, np.float64(0.5986666666666667)), (99, np.float64(0.6016666666666667)), (100, np.float64(0.6118333333333333)), (101, np.float64(0.6073333333333333)), (102, np.float64(0.614)), (103, np.float64(0.6205)), (104, np.float64(0.6291666666666667)), (105, np.float64(0.6306666666666667)), (106, np.float64(0.6306666666666667)), (107, np.float64(0.6488333333333334)), (108, np.float64(0.631)), (109, np.float64(0.6273333333333333)), (110, np.float64(0.6326666666666667)), (111, np.float64(0.6428333333333334)), (112, np.float64(0.636)), (113, np.float64(0.6385))]","[(14, np.float64(0.4726666666666667)), (15, np.float64(0.45766666666666667)), (16, np.float64(0.4605)), (17, np.float64(0.4615)), (18, np.float64(0.4731666666666667)), (19, np.float64(0.464)), (20, np.float64(0.4786666666666667)), (21, np.float64(0.48583333333333334)), (22, np.float64(0.49066666666666664)), (23, np.float64(0.49)), (24, np.float64(0.4796666666666667)), (25, np.float64(0.4841666666666667)), (26, np.float64(0.495)), (27, np.float64(0.4816666666666667)), (28, np.float64(0.4695)), (29, np.float64(0.4756666666666667)), (30, np.float64(0.4715)), (31, np.float64(0.48833333333333334)), (32, np.float64(0.5026666666666667)), (33, np.float64(0.5033333333333333)), (34, np.float64(0.504)), (35, np.float64(0.5026666666666667)), (36, np.float64(0.4965)), (37, np.float64(0.49483333333333335)), (38, np.float64(0.4985)), (39, np.float64(0.5015)), (40, np.float64(0.5083333333333333)), (41, np.float64(0.512)), (42, np.float64(0.5085)), (43, np.float64(0.511)), (44, np.float64(0.5085)), (45, np.float64(0.5101666666666667)), (46, np.float64(0.5073333333333333)), (47, np.float64(0.5065)), (48, np.float64(0.5031666666666667)), (49, np.float64(0.5061666666666667)), (50, np.float64(0.5048333333333334)), (51, np.float64(0.5023333333333333)), (52, np.float64(0.5046666666666667)), (53, np.float64(0.5048333333333334)), (54, np.float64(0.5046666666666667)), (55, np.float64(0.5066666666666667)), (56, np.float64(0.5053333333333333)), (57, np.float64(0.5076666666666667)), (58, np.float64(0.5078333333333334)), (59, np.float64(0.5156666666666667)), (60, np.float64(0.5155)), (61, np.float64(0.5178333333333334)), (62, np.float64(0.5153333333333333)), (63, np.float64(0.5128333333333334)), (64, np.float64(0.5111666666666667)), (65, np.float64(0.5113333333333333)), (66, np.float64(0.5115)), (67, np.float64(0.5126666666666667)), (68, np.float64(0.5126666666666667)), (69, np.float64(0.5206666666666667)), (70, np.float64(0.5188333333333334)), (71, np.float64(0.5236666666666666)), (72, np.float64(0.5283333333333333)), (73, np.float64(0.5281666666666667)), (74, np.float64(0.5288333333333334)), (75, np.float64(0.5363333333333333)), (76, np.float64(0.5356666666666666)), (77, np.float64(0.5358333333333334)), (78, np.float64(0.5346666666666666)), (79, np.float64(0.5283333333333333)), (80, np.float64(0.5293333333333333)), (81, np.float64(0.5283333333333333)), (82, np.float64(0.5276666666666666)), (83, np.float64(0.5281666666666667)), (84, np.float64(0.5285)), (85, np.float64(0.5281666666666667)), (86, np.float64(0.5286666666666666)), (87, np.float64(0.5281666666666667)), (88, np.float64(0.528)), (89, np.float64(0.5338333333333334)), (90, np.float64(0.5335)), (91, np.float64(0.5338333333333334)), (92, np.float64(0.5335)), (93, np.float64(0.5336666666666666)), (94, np.float64(0.5333333333333333)), (95, np.float64(0.533)), (96, np.float64(0.5325)), (97, np.float64(0.5325)), (98, np.float64(0.5331666666666667)), (99, np.float64(0.5341666666666667)), (100, np.float64(0.5385)), (101, np.float64(0.5386666666666666)), (102, np.float64(0.5383333333333333)), (103, np.float64(0.5383333333333333)), (104, np.float64(0.538)), (105, np.float64(0.5373333333333333)), (106, np.float64(0.5375)), (107, np.float64(0.5365)), (108, np.float64(0.5358333333333334)), (109, np.float64(0.5363333333333333)), (110, np.float64(0.537)), (111, np.float64(0.5365)), (112, np.float64(0.5355)), (113, np.float64(0.5355))]","[(14, np.float64(0.4726666666666667)), (15, np.float64(0.5031666666666667)), (16, np.float64(0.5173333333333333)), (17, np.float64(0.5291666666666667)), (18, np.float64(0.5236666666666666)), (19, np.float64(0.4735)), (20, np.float64(0.5056666666666667)), (21, np.float64(0.49516666666666664)), (22, np.float64(0.49016666666666664)), (23, np.float64(0.4771666666666667)), (24, np.float64(0.482)), (25, np.float64(0.481)), (26, np.float64(0.486)), (27, np.float64(0.475)), (28, np.float64(0.4755)), (29, np.float64(0.4741666666666667)), (30, np.float64(0.47383333333333333)), (31, np.float64(0.47883333333333333)), (32, np.float64(0.478)), (33, np.float64(0.4826666666666667)), (34, np.float64(0.48633333333333334)), (35, np.float64(0.48533333333333334)), (36, np.float64(0.4801666666666667)), (37, np.float64(0.4786666666666667)), (38, np.float64(0.482)), (39, np.float64(0.4761666666666667)), (40, np.float64(0.4795)), (41, np.float64(0.479)), (42, np.float64(0.4776666666666667)), (43, np.float64(0.4781666666666667)), (44, np.float64(0.47683333333333333)), (45, np.float64(0.4781666666666667)), (46, np.float64(0.476)), (47, np.float64(0.47333333333333333)), (48, np.float64(0.47533333333333333)), (49, np.float64(0.4745)), (50, np.float64(0.4731666666666667)), (51, np.float64(0.4746666666666667)), (52, np.float64(0.4741666666666667)), (53, np.float64(0.47833333333333333)), (54, np.float64(0.47533333333333333)), (55, np.float64(0.4735)), (56, np.float64(0.4715)), (57, np.float64(0.4696666666666667)), (58, np.float64(0.47)), (59, np.float64(0.4741666666666667)), (60, np.float64(0.4745)), (61, np.float64(0.4726666666666667)), (62, np.float64(0.4721666666666667)), (63, np.float64(0.472)), (64, np.float64(0.4713333333333333)), (65, np.float64(0.4731666666666667)), (66, np.float64(0.47833333333333333)), (67, np.float64(0.473)), (68, np.float64(0.4608333333333333)), (69, np.float64(0.4648333333333333)), (70, np.float64(0.46366666666666667)), (71, np.float64(0.4681666666666667)), (72, np.float64(0.464)), (73, np.float64(0.4751666666666667)), (74, np.float64(0.4775)), (75, np.float64(0.5385)), (76, np.float64(0.542)), (77, np.float64(0.5436666666666666)), (78, np.float64(0.5706666666666667)), (79, np.float64(0.5696666666666667)), (80, np.float64(0.5751666666666667)), (81, np.float64(0.5758333333333333)), (82, np.float64(0.5748333333333333)), (83, np.float64(0.5761666666666667)), (84, np.float64(0.5685)), (85, np.float64(0.5676666666666667)), (86, np.float64(0.5661666666666667)), (87, np.float64(0.5651666666666667)), (88, np.float64(0.5645)), (89, np.float64(0.5486666666666666)), (90, np.float64(0.5488333333333333)), (91, np.float64(0.5468333333333333)), (92, np.float64(0.5488333333333333)), (93, np.float64(0.5495)), (94, np.float64(0.5523333333333333)), (95, np.float64(0.5403333333333333)), (96, np.float64(0.5471666666666667)), (97, np.float64(0.5478333333333333)), (98, np.float64(0.5496666666666666)), (99, np.float64(0.5528333333333333)), (100, np.float64(0.5498333333333333)), (101, np.float64(0.55)), (102, np.float64(0.5505)), (103, np.float64(0.5505)), (104, np.float64(0.553)), (105, np.float64(0.5526666666666666)), (106, np.float64(0.5518333333333333)), (107, np.float64(0.5508333333333333)), (108, np.float64(0.5498333333333333)), (109, np.float64(0.5495)), (110, np.float64(0.55)), (111, np.float64(0.5501666666666667)), (112, np.float64(0.5483333333333333)), (113, np.float64(0.5491666666666667))]"
